tweet,Personal_Attack
@Peter_Fitz @bluedpn @smh No ticker...,0
@Newsweek Alright.. Here we go.. https://t.co/QKLkx0rLdX,0
تعلمت أن لا أناقش كثيرا ولا أفرض نفسي على أحد ولا أفتقد من يتجاهلني عمدا لست مغرورة بل أتعلم كل يوم دروسا من الحياة https://t.co/RNDVO0brlN,0
@Atariuo @SWIMSgameing @WeebHitler Hi,1
@dannyholmes84 @SkyNews Somebody should have smacked him !,1
@jdawsey1 More projection!  White meat only! https://t.co/PyRNzwE87o,0
"@HuffPost Meanwhile @MeghanMcCain be like, i call him ""President Trump"" and I hate Hillary.

#priorities",0
@nytimes Is she hoping to get Ebola or what,0
"A 9-year-old who came out to classmates as gay killed himself four days later, police said. https://t.co/V5J8yDZyQc… https://t.co/15k2UdOUn6",0
@stevewalsh2212 @HenryOray @CNN Yah. Re-read your post. That’s hate. That’s what hate is.,1
@sportsandra @680TheFan @USATODAY Another reason to not watch @espn,0
@GlennThrush @AnnCoulter Trinity dies.,0
@SkyNewsAust @TurnbullMalcolm @LiberalAus @PeterDutton_MP FFS Turdbull drop dead,1
"@fileepflop @SkyNews @jeremycorbyn Retards?
Oh dear.",0
"@MSNBC @JoeNBC He is publicly admitting his ""base"" is made up of angry racist",0
@HolderStephen @Grady @michaelstrahan haters gonna hate,1
@OliviaC019 @washingtonpost Just white nationalists? How do we know who fits under that term?,0
Lindsay Lohan lands MTV reality show @CNNI https://t.co/83rcRcAFJM,0
@CapehartJ Wow. Just look at those people.,0
"@carob_wiifbp @CNN @wolfblitzer Not only are they a bunch of spoiled white kids, they're also LITERALLY COMMUNISTS! https://t.co/f3vFD7EWu6",0
@JoannaMarieHall Hope you're OK Jo!?,0
"@latimes @latimesopinion Shut your paper down
Delete your account
Walk into the ocean",1
@NPR He should go to jail,0
"@ChrisCuomo @CNNPolitics Racist types, say it, don’t be afraid to say he a racist Chris.",0
@NBCNews @GenoDemon67 Shouldn't be here illegally....ship them back to wherever they come from!!,0
@ANI @ZeeNews NO stand of Rahul Gandhi and Sonia Gandhi regarding Tripal Talaq .,0
"RT @alchera_: 潮
#艦これ版深夜の真剣お絵描き60分一本勝負
#艦これ版真剣お絵描き60分一本勝負_20180812 https://t.co/uTpey5aXAa",0
@Oddsockman @ScroogeMcgruel @guardian Heres a fact for you.. of course the police want to arrest more white people.… https://t.co/YT2CWHcSgJ,0
@ABC @jonkarl It's better that he keeps his mouth shut. Not that I expect he'll be able to help himself.,0
"@timesofindia No informal messages please, any message to or from Pak should strictly be between government to government",0
"@ChristopherIanR @afneil Another response you can’t handle, ergo it’s what you think you want it to be...

You’re w… https://t.co/Ytoo28YkrB",0
RT @snilloconator: Need 8 more to get affiliate. Help me get there today. I'll be on in a few hours https://t.co/zMi2mYKrSD https://t.co/27…,0
I’m actually really excited to play this game lol. #PokemonLetsGoPikachu #PokemonLetsGo #Pokemon https://t.co/w6SqsoTbWb,0
"@PostBaron So they got 18 guys that talked shit about MBS, execute them and say it was the guys that killed Khashog… https://t.co/OZYF53MgGb",1
@BBCWales @TeamEveMyles @BBCOne Going to miss that yellow rain mac 😉👍🏻,0
@derekahunter @joey_grice @nytimes Are you calling @realDonaldTrump a liberal because he is most certainly racist,1
@RWPUSA @beverlyNOTMYPRE @MailOnline Another one? Trump and Putin think if they kill them all off there won't be an… https://t.co/pFFzUfw3MG,0
@washingtonpost Well we can’t have those white boys affected,0
"@RSluder2 @BentsenElin @KEverhard @FoxNews As a descendant of Native Americans, including the Cherokee, I know that this is utter BS.",1
RT @StephanSpeaks: Make your happiness a priority.,0
@MSNBC @SpeakerRyan  are you still laughing about trump trolling?,0
@Eugene_Scott @SymoneDSanders If you consider the term racist maybe your the racist...,1
@butcher9bob @FoxNews @SenJohnMcCain @SenSchumer Bc continuing to honor a racist white supremacists is really great 🤦🏻‍♀️,0
@standardnews Go back to sleep then,0
"@CNN Only morons believe Diaper Donny.
Rot in HELL for all your lies.",1
@afneil The spineless minority that only want to knock the UK at every opportunity and undermine their own country… https://t.co/bDeX00L0LY,0
@CBSNews Statue of Limitations be damned!! They should castrate these guys in the public square!,1
@FoxNews Just take him out and shoot him. People who do these things should not be allowed to live,1
"@MSNBC STOP @MSNBC!  No more Melania, Bannon. &amp; company. Stop giving them a platform.",0
@CNN @julianzelizer @CNNOpinion Build the wall. Just let me out this mf,1
"@w_terrence @CNN Just PROVED how racist they really are #1 ANTIFA IS ALL WHITE, #2 YOU JUST BLAMED BLACKS FOR THE C… https://t.co/ZoYWO5waZA",1
@CBSNews And this should come as a surprise to whom? @realDonaldTrump is a white nationalist racist.,1
@JonLemire @PhilipRucker Please stop writing stupid takes like this. Just so very pointless,1
one person followed me // automatically checked by https://t.co/Sip7vG7uaN,0
@AP @oufenix This article managed to say the same things over and over again without answering several important questions.,0
@RealCandaceO @CNN @JeffreyToobin @CNN will do anything to divide us. They are dangerous. CNN attacks this country… https://t.co/VsCSjPHG0A,1
"@cspanwj @nytimes @GardinerHarris @juliehdavis hell, just deport them to gitmo so they cannot do it again.",0
@andrewbehrend @scaspersr @Joe92843 @themerrybird @ABC You are genius We are wrong and ignorant Tks 👏 Period!,0
"RT @Hidori_Rose: Bandaids as pasties are more than a Japanese trick around their censorship laws, they feel very exciting to use and super…",0
@golfliny @FoxNews @FLOTUS Like her parents?,0
@brend_man @NBCNews Diseases are never extinct.,0
@NBCNews A bunch of wicked old white men and that's the truth.,0
@YahooNews @writerknowles Why do Negros hate White people?,0
@PattyArquette @ChilsonDennis @IrenePotashner @nytimes @MSNBC @CBSNews @abcnews @CNN And warm ports. Sweden is on high alert.,0
@mayak215 @TheSun I cried at the end thinking of how she hurt him it breaks my heart,0
@monsterwolfgan @Newsweek If you follow a racist bigot then we are. https://t.co/nQD8k6oiBI,1
@nytimes Is hiring a racist a failure? #yes,1
@OwenJones84 @JeremyVineOn5 You should have hung on for an invite to Jeremy’s show on Radio 2 - he’d have skipped the politics stuff!,0
@JohnTay20995736 @sunny_hundal You must really hate carmelite nuns then.,0
@TheSoulfulEMU @DailyMirror What animal ride bikes in the snowy mountains? This jackass should be shot dead as an “Eye for an Eye”,1
@usa_dmc @utvolfl @ng_hawkins @CNNPolitics Thanks. May glory be to god. Allahu Akbar,0
"@ABC The statement isnt racist,only a racist would think it is",0
@USATODAY Good. #closetheborder #buildthewall #buildthewallnow,0
RT @maark_anthonyy: STAY DANGEROUS &gt;&gt;&gt; ASTROWORLD DONT @@@ ME,0
@MSNBC @Lawrence What are you talking about? It's like you people live in another world.,1
"RT @Newsweek: Omarosa could have as many as 200 secret White House tapes, report says  https://t.co/n6210wgCCk https://t.co/izASw4UZMW",0
@nytimes I don't read the NYT because I'm not a racist like your reporters,1
@ashleyfeinberg @Sarahlellison @MrDanZak The Donberly Bunch https://t.co/2vqUW0srLk,0
@Brew_BBQ @truemagic68 @FraserNelson Blocked. Your remarks are offensive.,1
RT @KNXmargaret: A state senator is hoping to offer some relief from those increasingly long #DMV wait times. Hear more @KNX1070,0
@daveyinblaydon @jane_walker2 @BBCBreaking @BBCNews *Your,0
@LintixP @realDonaldTrump @SecPompeo @TuckerCarlson @FoxNews Whites are murdered and raped in South Africa and we’re racist for caring?,0
@VIG_17 @USATODAY You mean those of us who aren't hypocrites?,0
@cnnbrk They should cancel his asylum kick him out of their embassy,1
@ABC The arsonist puts out his own fire... again. Everyone Pat him on the back. He needs it.,0
@KapeicaResists @myserenity69 @AJENews I hate the hate groups,1
@celhenry @ABC you never heard of throwing a monkey wrench into the plans? you are out of touch then.... only in yo… https://t.co/mOaLVaSwdz,0
"@AriFleischer @FoxNews and the White House spewing white supremacist rhetoric to its racist audience. What is this, 1855?",0
@smh Seriously... all white? Racist much?,1
@Ocasio2018 @seungminkim You are showing your lack of experience. Rethink this approach.,0
"From @eilperin and @brady_dennis | Pruitt called the White House once from his $43,000 phone booth, records show https://t.co/C18ESU4kuU",0
"@TheEconomist They should deport the muslims to muslim countries, where they can life in their style.",0
"@Kevin_Maguire @K4Owen They get told constantly, 'illegals' need to be non-white or they don't care.",0
"@SkyNews Father Christmas next I feel hurt that he’s white.
FFS knobheads everywhere.",1
@ReutersPolitics @Reuters That will confuse his white supremacist base that he called very fine people!,1
@NBCNews More like erected to show former slaves under segregation that their masters were still around,0
RT @Lee1865: @MikeDorning @StevenTDennis @bpolitics Do the republicans want us to burn this country down?,0
@soledadobrien @CNNPolitics @CNN Ben Carson is SOOOO white!,0
"White ex-officer guilty of murder for killing black boy @AJEnglish
 https://t.co/Cms6h3EAow",0
"RT @JazzyCentener: Literally saying “ayoko na” every end of the day but still gets up in the morning with a “let’s do this” mentality 

KAK…",0
"@NPR this is garbage, revise and acknowledge your fault in a misleading headline.",1
"@laingylive401 @GraemeBailey We can offer him European and Premiership football or he can stay at his ""bigger"" club.  His choice.",0
"https://t.co/w3xdmLr4lU @DailyMailUK the @Pontifex can't or won't even handle his own pedophile priest, now murdero… https://t.co/KMWuItO0Z3",0
RT @Mali_Sifiso: me and my brothers when we suppose to clean the house https://t.co/HPBcatZ3Y1,0
Trump White House balks at bipartisan bill to secure elections https://t.co/ITO8WT2A1f via @msnbc,0
RT @ES03784893: @CNNPolitics Lock her up.,0
The caravan of migrants that’s moving toward the U.S. originated in which country? Take our news quiz.… https://t.co/5ecbzEbgF9,0
@SkyNews Why are you allowing Katie Hopkins a platform,0
@itvnews @miqdaad What Boris  Johnson  biggest  problems  is he is not good with  addressing sensitive  issues  about people,0
@Independent Ok let’s kill a few fish or die of skin cancer!,0
@MirrorFootball Where is this news coming from?,0
@AP Tear gas and rubber bullets will fix that. #BuildThatWall,0
@FoxNews @seanhannity Ignore,0
@vivapotato1 @MENnewsdesk Well who gave them what they wanted those idiots breaking the speed limit,1
"RT @nxwrxles: ""Avec Comme J'aime j'ai perdu 10kg en 1 mois, alors n'hésitez plus! Appelez Comme J'aime pour bénéficier de 7 jours de repas…",0
@gelles @stetayen @jdawsey1 U know what @realDonaldTrump it's not your PERSONAL $$$ it belongs to the taxpayers. N… https://t.co/rN6kbu9NhN,0
@mrdanwalker I would of kicked his head in!,1
@MSNBC @11thHour You know he will pardon guilty manafort who is a very bad man.,0
"RT @LeoNYC: @rebeccaballhaus @nicole_hong He is quite a pecker, this guy. But he is bringing another pecker down.",1
#GardenGrove 22 EB at Harbor crash just moved out of lanes but slow from that point into the Crush. @KNX1070 #knxtraffic @FondoKNXTraffic,0
"@esjacobs @Tuscon_Valdez @TheEconomist Immigrants are human beings that belong in their own fucking country...cuz, law and order.",1
"@thetimes Go kill them then,that simple",0
@bobrenklin @anthonyscamina1 @DailyMail Love your hate,0
@RonanFarrow @rMaddow @Lawrence @NPR @NewsHour @FoxNews @CBSNews @ABC @Oprah @DrPhil @NRO @nytimes @nytopinion… https://t.co/kItdIpH3L0,0
@business Hire actors and actresses that don't call half the potential customers racist trash when they're not.,1
@DarlstephL @washingtonpost Find your own legit sources. It’s not classified!,0
@CNNPolitics @CNN @CNNPolitics = Hate America Network,1
@KenDilanianNBC @NBCNews Their not Christian! Quit calling those pathetic people like them and Sarah Sanders Christian!,0
@YesDayScotland @ScotCovenant @theSNP @IndyNationScot Far as I know been approved and be a test vote in October,0
@calder_anthony @Fino76 @ChrisMasonBBC people are just amazed at your stupidity,1
Let today be better than yesterday,0
"@CNNPolitics Someone explain that please. He is a racist. He hates black and latinos, poor white people. How?",0
@FoxNews @RepDeSantis Maybe he really thinks black people are monkeys and incapable of governing the state of Flori… https://t.co/lvVpURrHrH,0
US and allies looking at options to protect shipping lanes from Iranian threats @CNNPolitics https://t.co/92FWDILTmI,0
@WinsteadCynthia @cullinan_jim @Franklin_Graham @nytimes @VP I think you are talking to yourself,0
@jaketapper @usairforce I wrote a piece about this for @RCDefense https://t.co/w1ssQy2ozW,0
@BcBeanney @FoxNews @TimKennedyMMA RACIST VIEWS? LITERALLY ANYHTING YOU DISAGREE WITH IS RACIST HUH?,1
@Truth_Hurts_M8 @nytimes The NYT is promoting companies like Boeing that were founded by white men. It’s disgusting!,0
@SkyNews @lesj999 @StanleyPJohnson So that's the guy responsible for spawning that fat waste of oxygen,1
@monchi_alcala @juanforlinok Ríete pero esas banderas son las exclusivas del verano siempre 😂😂😀,0
@NBCNews Why does the White House staff scold the press like children? It’s kind of weird.,0
@ChannelNewsAsia This is the first version they wouldn't let him hang in the White House. https://t.co/5yS7V36HlB,0
@NPR Good and bring in the Army to stop this invasion at the border.,0
@hugorifkind Corbyn supporters love Jeremy more than they hate the Tories.,0
@BinAyed70 @nytimes @Khalid_AlFalih Go tell that to whoever reported IPO is cancelled . You got the wrong organization,0
@brianstelter @JoeConchaTV You are #FakeNewsCNN  your “source” Lanny Davis retracted his BS statement. How about you update your BS story.,1
@SkySportsNews @goldstarcoins @SpursOfficial @ManUtd He is Human and Still my Captain,0
@DailyMirror I hope he dies an awful slow painful death,1
@RT_com Hope he die,1
@FoxNews You got to go. You would think your scumbag friend..OBAMA would help to stop the killings. PURE SCUMS BOTH OF YOU,1
@kassiads_ Valeuuuu ❤,1
@costareports About time the racist possum looking bigot defending himself against the orange racist dictator.  #ThisIsAmerica,1
"@PreetBharara @brianstelter What is Dershowitz trying to do here????
What does he get out of this?",0
@CapehartJ @Rosie Can you please stop being racist against white men. Thanks.,0
@nytimes I wouldn't read your news if YOU paid ME. Clean your house of the filth that has taken it over and come ba… https://t.co/cXcxWfeSVk,1
"@FoxNews @Acceberrolyat Moral of the story should be anyone over 70 should have mandatory annual driving tests, esp… https://t.co/SG2MncMwEu",0
@AaronBlake Oh my god. Impeach him. He’s literally Hitler.,0
@AssedBaig They hate us for our sunglasses,0
@GerardoRitchey @MomBombed @CNNPolitics costs me nothing in Canada,0
@FoxNews @RCamposDuffy @HillaryClinton I’ll give you three fucking guesses,0
@AntisemitismEye @jeremycorbyn @OwenJones84 the conservative party is full of institutionally racist  homophonic  islamophobes,1
@CBSNews Inconceivable...pure evil to kill your wife and children. 💔,0
"RT @CharlottePnclt: dites moi que vous voulez souvenez de ca, dites moi que vous avez eu une enfance https://t.co/q2WpqsPDud",0
@bbclaurak Is steve bannon a journalist? Should he be invited equally or should he cover issues equally to be a journalist?,0
@ABC Is that because he’s a racist or because he’s a racist?,1
@SkySportsNews Tell Fraser to go home. He is Wasting his time,0
"@theJeremyVine He is without doubt enormously pro-Brexit. His bias is obvious, he doesn’t benefit from your impartiality Jeremy.",1
@HuffPost Betty White is feeling sad with us 💔 @BettyMWhite,0
@horseNdrone @FoxNews Ha! Yes your president trump is racist. Why is there such a difference in coverage if it’s a… https://t.co/DQKcpHhgTe,1
@Flowerp24392484 @FoxNews @realDonaldTrump @NYGovCuomo So you want to elect him President? Because dumb is what you seem to look for.,0
@Rock_1878 @paddy_delaney @MirrorFootball Yer da shags yer wool of a sister,0
@MirrorCeleb @DailyMirror Get a job,0
@FRANCE24 @realDonaldTrump what gives you the authority to manipulate and bully world Leaders? You're an equal to any other human being,0
@LeaveEUOfficial @Emma83653566 @SkyNews Typical of @SkyNews only the BBC hate our country more,1
"@CNN The only walls are the ones democrats and republicans build. The fools forget the 
BILL OF RIGHTS  We the peop… https://t.co/MWN7Rx061h",0
@angel_luis414 Bendiciones hermanito 🙏🏽,0
@stirling_tories @RuthDavidsonMSP @ScotTories @CCHQPress @stephenkerrMP On Darkmoney ?,0
RT @anaftmicky: jo 🤧🤧 https://t.co/L11RzJlIAI,0
Perhaps @VTEconDev should use @VTGOP ties to #Russia to solicit money laundering opportunities to help state coffer… https://t.co/SNihJ20ZjW,0
@TIME Witnesses saw and heard the killer yelling “all Jews must die” And you’re only going to use the work (POSSIBLE) Wtf #Time,1
White House Counsel Don McGahn latest to depart Team Trump https://t.co/n49pQt7fPd via @msnbc,0
"@washingtonpost @seanhannity No worries, Sean. You can probably get conjugal visits with Donnie.",0
@TomFitton @DonaldJTrumpJr @CNN Yes you do CNN has their own truth which is lying to say what they want to spin it how they want,0
@CBSNews too. fucking. late.,0
@HopeDiedIn1969 @Madeitacross @StormyDaniels @Newsweek Oink 🐷,0
"@AFP ""Land reform plans""  you're kidding right? You have to be evil to write that.",0
"@KABOOM269 @Newsweek @ICEgov If we can liberate a country like Kuwait, we can certainly defend our border.... arm o… https://t.co/tLYNRD4Uwb",0
@brianstelter You are anti Free Speech Pro hate,1
RT @addatude_: When your dog is barking for absolutely no reason https://t.co/US7QAvhPxV,0
@MollyJongFast @jdawsey1 @agearan Hate requires a lot of energy.,0
@Mr8rightsid3 @feministabulous Only white farmers obviously. South African farmers are black,0
@ChinneryRoy @ToryHousing @CCHQPress @Conservatives Maybe people should be responsible for themselves? Wild thought.,0
RT @a1chrisjc: Death penalty a barbaric sentence https://t.co/tGqTaXvhB1 via @TheStarKenya RID #deathpenalty,0
"RT @3shells1991: “ARMY is everything”
-Yoongi

“ARMY is never ending”
-Jin

“ARMY belong to us”
-Taehyung

“We’ll protect you, you’ll prote…",1
@NPR @Michael2014abc You guys are getting #MichaelAvenatti’d,0
"@nytimes Sweet!

Now have them call the white house.",0
@otterfacetweets @Independent We are all fucking lied too.,0
@michaelhallida4 @deemadigan @SkyNewsAust What a pity that scandal only wiped out News of the World.,0
"@MailOnline Execute those animal abusing bastards NOW!  Thats why when indonesia gets punded with storms, tsunamis,… https://t.co/BRt4Nj0xCM",1
Reportagens no @ge_bugre muito legais!!! Vão lá conferir,0
@CNNPolitics Thank God illegals are illegal,0
@vearlk1 @shirleybaez14 @hawkpreacherman @FoxNews You didn't have sex last night or you wouldn't be this grumpy.,0
"RT @TakingMountain: パーティーを断ると、ボーイは不機嫌になった。チップが貰えないからだ。
市中で出会う日本人の中には、ヤクザ者も多かった。日本語で怒鳴り、威張り散らす姿を見て、心底恥ずかしく思った。
日本に帰ると、お楽しみだったねとニヤニヤされた。純粋な観光…",1
"@maddow several polling places in AZ have shut down due to machine malfunction, leaving many people without the right to vote.",0
""" I hate white people ..that's why the @nytimes hired me."" https://t.co/UAbMdkDmAd",1
"@markaustintv @lucrezianews @SkyNews Awful "" News channel""
Akin to Fox news",1
@ewnreporter Mxm stupidity and stunt don't mix yaz,0
@HuffPost Another racist day in America,1
@FoxNews @JesseBWatters Oh good. White Supremacist Network at it again,0
RT @simmy_phiwe: Hello Hi 🙋 https://t.co/JGkWSohDOR,0
@EconomicTimes @bsindia @livemint @ZeeBusiness @WSJ @abpnewstv @IndiaToday @FinancialXpress @FT @CNBC_Awaaz… https://t.co/Jxqiod4W0n,0
@canyonslm @VivJo27 @Cryssypoo24 @maddow Maybe his brain will explode! But it won't be a very big explosion.,0
@BlueWaveTwuzzy @MSNBC Hope Trumpy sees this!  He'll go berserk!  Hahahahaha,0
@PhilHayYEP sorry it’s late Phil any news on any more incoming fella or out going,0
@ZhyGou  https://t.co/QKB0uXLkHZ,0
@piersmorgan @DailyMail Apparently this isn’t racist https://t.co/exwTkNDAHZ,1
@arryTuttle @portraitinflesh @AbiWilks @SCynic1 @JeremyDuns @Dannythefink Any erm...what’s that word? Evidence.,0
@peterbakernyt 𝐁𝐎𝐎𝐌! Sarah Sanders issues Trump White House Enemies List. https://t.co/ZcQ9JYJqs1,0
@ddiamond @jdawsey1 You get your paper with your morning frozen custard?,0
@nk_low @LiberalLion1776 @suqsltd @Reuters Are you Chinese?,0
@CleatEliteAnfro @darrenrovell Refusing service is worse than price discrimination. Refusing service makes them exi… https://t.co/LAKE4WwbB2,0
@SdBof @jpanzer @morristmurray @emptywheel @maggieNYT You aren't suggesting Trump had anything to do with that with zero proof are you?,0
@anniegowen @JhaSanjay I can understand your heartburn as you didn’t get your black money payout from your master !… https://t.co/dAwdFUZJrf,1
"@CNN You're not only fake news and an enemy of the people, you're sick!",1
@NPR Riiiiiiiight “anti-immigration hawks”. I think you mean ethno-nationalist white supremacists.,1
@WSJ Separating families and adopting out their children is a form of genocide. Our country wants to commit war cri… https://t.co/qQubN4MKwx,0
"@CNNAfrica May his gentle soul rest in perfect peace, Hope Nig govt may take care of his family",0
RT @k_a_z_u_1: #拉致被害者全員奪還 https://t.co/lieUB5tejR,0
@ABCWorldNews He is a flat out racist. You report anything other then that is you misleading your viewers and readers.,1
"@FoxNews @PressSec He should take his own away.
#CrookedTrump",1
"The New York Times

@nytimes
Don’t Let Migrant Kids Rot
@vp https://t.co/IEod0wDzgp",0
@RT_com America does not protect hate speech.,0
@zombiemarcus @nytimes They would show how her presidency would be magical and how unicorns would shit out gold for the poor people to have.,0
@Bamabilly @AP I don't understand what's NOT racist.,0
@USATODAY Then illegal immigrant's means of escaping poverty is to violate US sovernty then bleed the American taxp… https://t.co/ILgO6eBUTH,0
@realDonaldTrump Trump has no Moral code and looks to be the most petty of all Presidents. Can’t even drop flag ove… https://t.co/kpC7ZFuVPb,0
"@ITVWales Absolutely disgusting hope they get 15 years, scum.",1
@CBCNews Good. That's the next best thing to hang him,1
@jonathanwpeters @tripgabriel @Sulliview @washingtonpost They also threatened to put a bullet in my head if I went… https://t.co/bIryFyKGQu,0
@FoxNews @GOPLeader @foxandfriends Can you please source this poll?  “Source: Ohio trump rally August 2018”. Bet it looks like that huh?,0
@NBCNews I don’t want that degenerate texting my children. This surely violates laws!,1
@x_kiz_19 @washingtonpost Because neither Iran nor China are stupid enough to throw a hissy fit like Saudi version of trump.,0
@DFriesenGlobal @AndrewChangCBC @CBCNews @CTVNews @GlobalBC @globepolitics https://t.co/CXECNOCQnr🤔Any wonder Canad… https://t.co/kwt2j87YiX,0
@ITVCentral Disgusting he should be gotten rid of 💉💉💊💊⚰⚰,0
@nypost @SallySellers54 Burn that shit down to the ground,0
@nikkimetty @neiljones174 @LivEchonews I think he only went on his phone to ignore them at his window,0
@DannyLawPhoto @PA @PAImages @EnglishHeritage @KateMaughan Cracker!,0
@WitchyDruss @USATODAY What a stupid and cynical answer. Are you against science?,1
@GHNeale @mckinlay_liz He’s not on again is he @BBCBreaking,0
Speechwriter who attended conference with white nationalists in 2016 leaves White House @CNNPolitics https://t.co/rFETbmf0aI,0
@oliverg2014 @FoxNews @POTUS It's that your wife? BAHAHA no wonder you're so bitter. Your wife liked Trump. BAHAHA,0
@TerminatorBarbi @xan_desanctis @jaketapper But yet here you are replying to his retweet.,0
@CNNPR @realDonaldTrump @carlbernstein @CNN Is tired of your false accusations the American people is tired of your… https://t.co/RUXL4Fw5KA,1
"@HuffPost Top leftist tactic, take everything out of context and spin a non existent racial slant. Agree or you're a racist.",1
@AP @williamlegate The mountain lion was only defending his right to Stand you Ground 🤷🏽‍♀️,0
"@washingtonpost @sirDukeDevin He always has been, can he go away now?",0
"@david_j_roth ""Get back in your pen""",0
@CBSNews I guess these folk do not think that in the inner city this country has been at war with their own citizen… https://t.co/NawidaalVv,0
@FoxNews @HarfMaria you are a dumb ass who is blind please shut up.,1
@FootballLaw @TimesSport ManU really need better penalty takers,0
@realDonaldTrump @SecPompeo @TuckerCarlson @FoxNews White South Africans. https://t.co/amwlmo2cp0,0
"RT @Palitarea: ผลิตที่ค่าย Aushwitz กลับมาเล่าให้ฟังบ้างนะ 

Cr.fairiefaii
#เป๊กผลิตโชค https://t.co/PyMTR7f37f",0
@JRubinBlogger If you were fought at every turn by someone highly esteemed in the public eye because that person do… https://t.co/7Nn4qALL3T,0
@TracyTrixie8 @connie9030 @jdawsey1 @realDonaldTrump That aren't racist they just sound racist,0
@NYDailyNews Jail the basterds...,1
@velevkiboyle2 @kinalicool34 Unutma  o tepeye saldıranlar sonra sahabe oldu islamın Halidbin Velid’i oluverir.kader… https://t.co/hbxllpH1qC,0
@sahluwal @nytimes will figure out who he is so they can do a story to help us understand him.,0
@prince_ital @USATODAY @JudgeJoeBrownTV @AngelaStroble2 @vett41 @DeidraLucas1 @BIGTACO1016 @HillaryClinton 🐇… https://t.co/ZslL7kXLfl,1
論文を捏造したジェンダー学者花子が貧乏男性から謝罪文をゲットしたら、当該謝罪文をネットで一気に拡散させます。他の女性ジェンダー学者にも協力してもらって当該謝罪文を繰り返しリツイートすれば、論文捏造の事実はこの世に存在しなかったことになりとても気分よく余生を送ることができます。,0
@HuffPost @dmoyeweirdnews wish it would scare him away,0
@ABC You are disgusting.  Just another reason that you are the most hated person in the world.,1
@Yamahapianobest @gavinfozzie @TorontoStar @fordnation Stupid argument,1
@Sir_Bradford @FoxNews @TGowdySC @brianstelter You have opinions but you didn’t  have a face! What’s with that?,0
@brianstelter @oliverdarcy CNN anchors should spend more time watching CNN. Your pathetic Ratings might increase.,1
@FoxNews @JessicaTarlov Jessica you are so delusional and deceived!  I pray your eyes are opened.,1
@ndtv Those are your acheivments,0
"@HeidiStevens13 Bot, you really must be upset at the NEW YORK TIMES hiring a proven racist on their editorial staff?",0
RT @thezambologist: @arennie44 @wezlangdon @Effiedeans @theSNP https://t.co/vYPCPqZFRA Lies,0
"@VanJones68 
Your face during this segment on @CNN with that Mike Shields...
PRICELESS.",0
@ABC Hope he removed off plane,0
@gumede783 @Stan_oko @Vee_Am_I @RealTorii @twigsally @lamavuca @AndreasMeyerZAR @Neuer_Wilhelm @Greg7Dunn… https://t.co/AYoEyXF5yh,0
"When it comes to voter suppression, Floridians know what Rick Scott is capable of. Take a look at Scott’s record on… https://t.co/tXoZFLuZP7",0
@SkyNews Stop giving him air time,0
1526970,1
@Newsweek Steven Seagal is a arsehole,1
@Independent @SandyBeachesAkl sick,0
@brianstelter White supremacy in plain sight. Vote Democratic.,0
@snitfit South Africa withdraws white farmland redistribution bill https://t.co/s3ZkfZmZvv via @MailOnline,0
New political group supports candidates who back economic interests of black Americans  https://t.co/Er7HkdkIps via @WSJ,0
@TawnyOwlEmma @DrDuaneRD @LizziCollinge @guardian @One_Angry_Chef Nor me but now I really want some.,0
@CBSNews ...You're a mess.,1
@Bob40460729 @washingtonpost Fake account.  Bye Bye.,1
@ChampagneDosser @DPJHodges his mother must be thinking where did it all go wrong?,1
@BreakingNews @wjxt4 White,0
"@afneil Racist......THIS Frank Field?!
https://t.co/xmp6DOKsqj",1
@CNN @StCollinson Trash!!,1
@MSNBC Him and many Americans. Trump is the President is because most people didn’t like a black family in the White House. Sad 😢,0
@FoxNews @benshapiro Ben why don't you go back to your you're sad donut they call The Bagel because you're a fuckin… https://t.co/IHLE2htbmN,1
@MSNBC Anything this hate- full democrats do are hurting our nation and its patriots !!!,1
#Finally White cop found guilty of murder for killing unarmed black teen #itsaboutdamntime https://t.co/HMqFL3plHu via @nypost,0
@Channel4News So what? He wanted to remain. It's Teresa May he should be asking #brexit,0
@sardesairajdeep @ndtv In a same way one should not hate their old employer @BDUTT,0
@JohnRentoul @TheMichaelMoran Worst choices ever.,0
@JenniferJJacobs @AndrewFeinberg Jealousy is ugly,0
@Ellifto2 @legler_dan @RAMS15rule @AP Just as stupid as someone that thinks law enforcement can't enter a residence… https://t.co/C2oL3Lx1tA,0
@FoxNews Love this! You get what you deserve 👍🏻😂❤️🇺🇸 #MAGA🇺🇸🇺🇸🇺🇸❤️,0
"RT @UniterOne01: @JRubinBlogger Ok. How’s this? 
Obama hired people just like him too.
All liars.
All corrupt. 
All subvert US laws.",0
"In January 1918, the Spanish flu swept the world. The disease killed more people than WW1.… https://t.co/rdcBboaz2G",0
@RWPUSA @nypost Trump...Putin's Puppet,0
@craigadams__ @premierleague @guardian @theandrewstocks Cheers pal! Hope you're good 👍,0
"@StopMSMLies @latimes Flynn = plea deal, felony crimes. Do they not teach you Russians the basics in your troll farm boot camps?",0
@NBCNews She needs to shut up and go shopping with a Kardashian.,0
Speechwriter who attended conference with white nationalists in 2016 leaves White House @CNNPolitics https://t.co/ubQitvMo2t,0
"@SkyNewsAust @rowandean 'their own', you mean like yourself Rowan? mean, spiteful, vindictive, scared, pathetic oh but white.",1
